business_status,formatted_address,geometry,icon,name,opening_hours,photos,place_id,plus_code,price_level,rating,reference,types,user_ratings_total,permanently_closed
OPERATIONAL,"3183 Broadway, New York, NY 10027, United States","{'location': {'lat': 40.8154135, 'lng': -73.95887619999999}, 'viewport': {'northeast': {'lat': 40.81676332989272, 'lng': -73.95752637010727}, 'southwest': {'lat': 40.81406367010728, 'lng': -73.96022602989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Jin Ramen West Harlem,{'open_now': True},"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114519875624869137058"">Joseph Giampapa</a>'], 'photo_reference': 'ATtYBwJVPbeolMqnWRpDak0oenzwhubLZ6f3V3s_rP05Ce9JGu5UDMLhsrS2GYueiKNR_RYo6xzRyt-eb0jL5SzYhVYw5sjmdLf5d7WzOK-rCzN6vPLeRNCz4P5t6xF6EdaHuZZbiNqk8aL6OCzMou8O9p4Khl5Ig65s9vkQHrUH5k8D_9Yn', 'width': 4048}]",ChIJSQm0BGr2wokRMlxPSzeSl2g,"{'compound_code': 'R28R+5C New York', 'global_code': '87G8R28R+5C'}",2.0,4.4,ChIJSQm0BGr2wokRMlxPSzeSl2g,"['restaurant', 'food', 'point_of_interest', 'establishment']",1111,
OPERATIONAL,"2848 Broadway, New York, NY 10025, United States","{'location': {'lat': 40.8044028, 'lng': -73.9661071}, 'viewport': {'northeast': {'lat': 40.80575262989272, 'lng': -73.96475727010728}, 'southwest': {'lat': 40.80305297010727, 'lng': -73.96745692989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Koronet Pizza,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105575545278703620076"">Cesar Gallindo</a>'], 'photo_reference': 'ATtYBwIF1_E2I7j-1ddgpIXRbehYsw0xnmPPzjkU0SxrH1enKPOz5PBZCSPQ9We9HwQNKkTFVilm2ze4339WLtVIQSYnCCYfVtlPAU0ElEjg2da7X5Y-T6wjsb6o8FQY5ymTpB6Z2DYxQtWeV8u9z7RgCQxIJXHOzeXHW0LvzEztKTj2YFqC', 'width': 4032}]",ChIJIbOVdzv2wokRBGLNSQMk2FI,"{'compound_code': 'R23M+QH New York', 'global_code': '87G8R23M+QH'}",1.0,4.4,ChIJIbOVdzv2wokRBGLNSQMk2FI,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1489,
OPERATIONAL,"239 Malcolm X Blvd, New York, NY 10027, United States","{'location': {'lat': 40.8058943, 'lng': -73.9472914}, 'viewport': {'northeast': {'lat': 40.80719037989272, 'lng': -73.94581432010727}, 'southwest': {'lat': 40.80449072010728, 'lng': -73.94851397989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Indian Summer Harlem,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107467690803502417050"">A Google User</a>'], 'photo_reference': 'ATtYBwKOSYSgOQZLEt7XvJHaEWviSPA_nAUedMLx1TPIzJDTOnwD4FYReU-rxXjAhUsHcCZth4TrSq0scuvzNGnMJEzU9qlEXY7hIppwCx_GZ66RfMixD66-9IYea9sw4_N69ddZo_y1e7gbEMuy89DieuqpEBAFHe8Dknap-xRuhzIP7KiP', 'width': 4032}]",ChIJy_OuDa73wokRJYCMG8GWan8,"{'compound_code': 'R343+93 New York', 'global_code': '87G8R343+93'}",2.0,4.9,ChIJy_OuDa73wokRJYCMG8GWan8,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",248,
OPERATIONAL,"2363 Adam Clayton Powell Jr Blvd, New York, NY 10030, United States","{'location': {'lat': 40.8173101, 'lng': -73.9419058}, 'viewport': {'northeast': {'lat': 40.81865992989272, 'lng': -73.94055597010728}, 'southwest': {'lat': 40.81596027010728, 'lng': -73.94325562989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Belle Harlem,{'open_now': False},"[{'height': 1116, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103310777930976042990"">A Google User</a>'], 'photo_reference': 'ATtYBwIJScENPQ80t4rvIn2vJHFtyZAni_HateWgv0bzTOmIafu3WKaCyvGXZ31wh_Kk00TZUyTLMDGAO2W_WMg0GqdNvQfRZPBRxHx14awXmTB2o9-_sEJYuRQ3QmxAUoj07OEIxVQgxVFSS3wBuCCX9KvoRcOglv06bouFhfmLU2ypkLLO', 'width': 1125}]",ChIJq6p2S3f2wokRjOhlXzoI6TY,"{'compound_code': 'R385+W6 New York', 'global_code': '87G8R385+W6'}",,4.7,ChIJq6p2S3f2wokRjOhlXzoI6TY,"['restaurant', 'food', 'point_of_interest', 'establishment']",105,
OPERATIONAL,"2168 Frederick Douglass Blvd, New York, NY 10026, United States","{'location': {'lat': 40.8049256, 'lng': -73.95476049999999}, 'viewport': {'northeast': {'lat': 40.80633967989272, 'lng': -73.95348062010727}, 'southwest': {'lat': 40.80364002010728, 'lng': -73.95618027989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Lido Harlem Restaurant,{'open_now': True},"[{'height': 2659, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102298715963921302615"">Lido</a>'], 'photo_reference': 'ATtYBwJFR7OpKFSKEe6xWDSBBgR4rTal8YVtTDR06pmt9PAocfToTzIlj2x2fjrD0W3As-gQAcLXw9UW66e-puhzrFe-JDYBWgyeMVMXq6sUjLk73A7GOriiy-YvCZwoZAxoiCJRwnV6hH-vt7WWklo0Az0yx4mwEiNwxQ0rLWQoCg9NE_NB', 'width': 3020}]",ChIJ2yTMoxb2wokRixfwCY3ltok,"{'compound_code': 'R23W+X3 New York', 'global_code': '87G8R23W+X3'}",2.0,4.5,ChIJ2yTMoxb2wokRixfwCY3ltok,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1032,
OPERATIONAL,"2100 Frederick Douglass Blvd, New York, NY 10026, United States","{'location': {'lat': 40.8027775, 'lng': -73.9562217}, 'viewport': {'northeast': {'lat': 40.80417662989272, 'lng': -73.95500802010727}, 'southwest': {'lat': 40.80147697010728, 'lng': -73.95770767989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Harlem Food Bar,{'open_now': True},"[{'height': 1273, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110291058979896047941"">Mario Barton</a>'], 'photo_reference': 'ATtYBwInjfma1Jmt2QZ3slPeo4smYjRfVMznAUh0ds3VgXpWR363sRfYOG_s-rXbEEhSPf49-a8fEQRF8jiAQ7Hri9pYLmWplifJJvGPfcF4Sa77tQHC_LfrbQjqsx6uUIeH-_13XE1DqAD5JZKiMSIROwxkaG1JVGWSy5kd9NVQfcBS_6tt', 'width': 1670}]",ChIJ-Rmj8xb2wokRKfvBCL7PDz8,"{'compound_code': 'R23V+4G New York', 'global_code': '87G8R23V+4G'}",2.0,4.3,ChIJ-Rmj8xb2wokRKfvBCL7PDz8,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",351,
OPERATIONAL,"3612 Broadway, New York, NY 10031, United States","{'location': {'lat': 40.828717, 'lng': -73.9484209}, 'viewport': {'northeast': {'lat': 40.83010572989271, 'lng': -73.94716242010729}, 'southwest': {'lat': 40.82740607010727, 'lng': -73.94986207989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Harlem Public,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112102344016203897729"">David Fiorenza</a>'], 'photo_reference': 'ATtYBwIXr6ZugHWlLbIYw_IRWtmiucB7YSXJYVLitDpdjbWkwSgqVE2-PZdJHcHdK-Z5BEaG-LafBfzh7nzBNBt_AFXAb1WYMjR5QwRn7pXdRd-DO_FXBdUqQbsu1L8MxRRzeP7ohKrTAuIF_4czRqqH8qk3dOCffHo9q072GarqBFgRkSbg', 'width': 4032}]",ChIJ1bpep2L2wokRjaoBxorAv1Q,"{'compound_code': 'R3H2+FJ New York', 'global_code': '87G8R3H2+FJ'}",2.0,4.5,ChIJ1bpep2L2wokRjaoBxorAv1Q,"['meal_delivery', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1568,
OPERATIONAL,"2153 Frederick Douglass Blvd, New York, NY 10026, United States","{'location': {'lat': 40.8047593, 'lng': -73.9554794}, 'viewport': {'northeast': {'lat': 40.80605002989272, 'lng': -73.95399462010727}, 'southwest': {'lat': 40.80335037010727, 'lng': -73.95669427989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,Harlem Tavern,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115997107870162511990"">Camelle Lee/Thomas</a>'], 'photo_reference': 'ATtYBwK4hOfMg16vNBrOizs4Ljq0WJkshP5JLP5-FT1YIkSQC9rjA091NBlqzY5PWMIS4JaygL2ArzLV5qSkB-NxXjlOHCj-EHb_SY9qTqTwGXoYZExAOqfRtsqZb4ebFCoChn0UN_p0uJPWCUOY4HDRvKb11U2Drroy85Q5vcQX2J91twMX', 'width': 4032}]",ChIJZ-Drlhb2wokREuV4YeyyZcc,"{'compound_code': 'R23V+WR New York', 'global_code': '87G8R23V+WR'}",2.0,4.1,ChIJZ-Drlhb2wokREuV4YeyyZcc,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",3203,
OPERATIONAL,"1600 Amsterdam Ave, New York, NY 10031, United States","{'location': {'lat': 40.8214251, 'lng': -73.95063569999999}, 'viewport': {'northeast': {'lat': 40.82274292989272, 'lng': -73.94919132010727}, 'southwest': {'lat': 40.82004327010728, 'lng': -73.95189097989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Fumo Harlem,{'open_now': True},"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115941920382268021577"">Su Sallie</a>'], 'photo_reference': 'ATtYBwJ_E4Z8rpeym1qejhrGWv5ztGp5Tl12xguOpgwg4hSsbYcb7Qv-xsA6Pb4eR3fx0La5peb_SfveOKnZvo6YO4E24fHQizbcKEqx5ua3OXYz8WOqcpf952g90jzEnIgklSWJIv3RfxXYD3-N3hBCU9ayMaTJ3LmyvIqqo6WZzZvnHU0', 'width': 3840}]",ChIJLe70p2X2wokReDA-X8LGqZE,"{'compound_code': 'R2CX+HP New York', 'global_code': '87G8R2CX+HP'}",2.0,4.5,ChIJLe70p2X2wokReDA-X8LGqZE,"['restaurant', 'food', 'point_of_interest', 'establishment']",982,
OPERATIONAL,"245 W 135th St, New York, NY 10030, United States","{'location': {'lat': 40.816483, 'lng': -73.945785}, 'viewport': {'northeast': {'lat': 40.81772197989272, 'lng': -73.94451522010728}, 'southwest': {'lat': 40.81502232010728, 'lng': -73.94721487989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,VeganHood,{'open_now': False},"[{'height': 2761, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108576414495541299487"">Kristina Chan</a>'], 'photo_reference': 'ATtYBwKg7aY4UZvj_GVd_Mep7U21AFZPJr5Tvz5f0GqelBJu2UAF6fCIO_sB9rgKnRqA0X1iAUzr1KCCwT1d4lVqH2MbCohUuaDIyDDkbtPJq0PD1iRflqmocbhIVunJnletfSw5UpvjdhXeSBv7sbU8MweSHiIjMYsU5r_JDI0ezi4p-ikX', 'width': 2599}]",ChIJybXOdbn3wokR4BlBNCwk64E,"{'compound_code': 'R383+HM New York', 'global_code': '87G8R383+HM'}",,4.9,ChIJybXOdbn3wokR4BlBNCwk64E,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",33,
OPERATIONAL,"227 Malcolm X Blvd, New York, NY 10027, United States","{'location': {'lat': 40.8055464, 'lng': -73.9474615}, 'viewport': {'northeast': {'lat': 40.80685552989272, 'lng': -73.94601802010727}, 'southwest': {'lat': 40.80415587010727, 'lng': -73.94871767989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Sottocasa,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113786845532275655356"">Darryl Zuk</a>'], 'photo_reference': 'ATtYBwI3yQ962Z8oRzdXjbTt8p3eIPUlpABxfzBl1QnvQnL4mz3bpYcgrq02284Kgcclr_3gSiD8lTz8knlnqqpsL4bI1qusLkanM-elfpzYLJWBpAuVa-YugoFZKKtKefElplCg_JR-WCXersmRrvaZYkFxhAq3ZYw27PWMTLghUsRqAWXn', 'width': 3024}]",ChIJM1oV8w32wokR9gt0ynHqypM,"{'compound_code': 'R343+62 New York', 'global_code': '87G8R343+62'}",2.0,4.8,ChIJM1oV8w32wokR9gt0ynHqypM,"['restaurant', 'food', 'point_of_interest', 'establishment']",911,
OPERATIONAL,"553 Manhattan Ave, New York, NY 10027, United States","{'location': {'lat': 40.8095085, 'lng': -73.9538899}, 'viewport': {'northeast': {'lat': 40.81085832989273, 'lng': -73.95254007010728}, 'southwest': {'lat': 40.80815867010729, 'lng': -73.95523972989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Clay,{'open_now': True},"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109328903058705244046"">Jamin Potamkin</a>'], 'photo_reference': 'ATtYBwIPWlahhbud3oApv08qZgtgZHyUkxHKgTYIL6ZkndVVf5q-TRNSzpRinMRe52vDYifgWl4kUvy5mP-Xp5CRzFZOwKU1uAbtrSnGH35Opb7GtV78a8TFMqHOCJFgF3-TquIhwd60PtV46dQsaMP7FkZusY__kqTXzYZYHBdFN1hw7wXC', 'width': 1600}]",ChIJaSRAphT2wokRXj22CM-oIZI,"{'compound_code': 'R25W+RC New York', 'global_code': '87G8R25W+RC'}",2.0,4.7,ChIJaSRAphT2wokRXj22CM-oIZI,"['restaurant', 'food', 'point_of_interest', 'establishment']",282,
OPERATIONAL,"101 W 127th St, New York, NY 10027, United States","{'location': {'lat': 40.8093611, 'lng': -73.9449643}, 'viewport': {'northeast': {'lat': 40.81071092989272, 'lng': -73.94361447010728}, 'southwest': {'lat': 40.80801127010727, 'lng': -73.94631412989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,Harlem Ale House,{'open_now': False},"[{'height': 758, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116326020701458146913"">A Google User</a>'], 'photo_reference': 'ATtYBwKF5ZH8o3JQ7fB2JbDYIMo0nz7Z2pBSo3jyw03TrXEGGk53xjtEkfkVjqziJk1sCqi53WTGji9wmYB48WbsX7UO4U13QUEqj3ALm04R8a0hD8BICY2vCveW3psh5kiI0fAaPaKP8TQs6pr2YAuk_t7ar2yBxMOoVI6vDd-0dszRRsPt', 'width': 1136}]",ChIJ47UyVgv2wokRLfgnAEVvz1g,"{'compound_code': 'R354+P2 New York', 'global_code': '87G8R354+P2'}",,4.6,ChIJ47UyVgv2wokRLfgnAEVvz1g,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",194,
OPERATIONAL,"341 St Nicholas Ave, New York, NY 10027, United States","{'location': {'lat': 40.8122086, 'lng': -73.9516596}, 'viewport': {'northeast': {'lat': 40.81349952989272, 'lng': -73.95025667010728}, 'southwest': {'lat': 40.81079987010727, 'lng': -73.95295632989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Maison Harlem,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114960596267751797827"">April Lou Castillo</a>'], 'photo_reference': 'ATtYBwLJzxzaxh1iOGHFdcs3rR5b3lpZ4yMm7HiHq3PCiwb4gsYyCnQfCOh4oyH-W0jKrhHFAwO7ck7pU00AFRAMKrpSTXuZTEhQil2IefHPtvYAdYvizVYoJ-xqNOIWZy-8JXQz-G-mEno26WZLNEL8ZFvBjJlOtstuEhK7C0RfnhbB74gZ', 'width': 4032}]",ChIJd3H89mz2wokRdk5JHB3Aino,"{'compound_code': 'R26X+V8 New York', 'global_code': '87G8R26X+V8'}",2.0,4.3,ChIJd3H89mz2wokRdk5JHB3Aino,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",905,
OPERATIONAL,"118 E 116th St, New York, NY 10029, United States","{'location': {'lat': 40.79869009999999, 'lng': -73.94243329999999}, 'viewport': {'northeast': {'lat': 40.80014847989271, 'lng': -73.94100372010728}, 'southwest': {'lat': 40.79744882010727, 'lng': -73.94370337989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Travertino,{'open_now': True},"[{'height': 2381, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111374045573413655169"">A Google User</a>'], 'photo_reference': 'ATtYBwL3lMrBy_NYDDCsnj3tIUlqELdEea3VKBBUE6XPzj044MIkwfgf8td43mb63qO6U54Jf61lrSUppGlbXmOa2kA6t_cRqWLXs9g3brc5q9sDa2R-C5dcdYRPtdnTIE3ltPfK-5Cb5hEbki46SkP19Hdxly1GGiS_-tb2e0YBqL4a5O42', 'width': 2160}]",ChIJE1R0ZeX3wokRm8r7eoYxj4U,"{'compound_code': 'Q3X5+F2 New York', 'global_code': '87G8Q3X5+F2'}",2.0,4.9,ChIJE1R0ZeX3wokRm8r7eoYxj4U,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",40,
OPERATIONAL,"2272 Frederick Douglass Blvd, New York, NY 10027, United States","{'location': {'lat': 40.8080332, 'lng': -73.95242499999999}, 'viewport': {'northeast': {'lat': 40.80946102989272, 'lng': -73.95117147010727}, 'southwest': {'lat': 40.80676137010728, 'lng': -73.95387112989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Angel of Harlem,{'open_now': False},"[{'height': 4912, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107843310848961437411"">Angel of Harlem</a>'], 'photo_reference': 'ATtYBwISOck4j-KoYyyj8j_IGzogxwyeOzK15FmLMQVDxbI-E8ES-0hpp1SgGDO4emOej5Ik_F3AOKYarSWWoS-mhlojoxL2RnSbzW-BK_2iknoRIQFMGFog-KSgGCjXTImQ46aAEEoG6fa9jqOX9SxMMezluVhylci-cevTyeyaBg95gWHU', 'width': 7360}]",ChIJYSdWchP2wokRg1uEFJMWTQs,"{'compound_code': 'R25X+62 New York', 'global_code': '87G8R25X+62'}",2.0,4.3,ChIJYSdWchP2wokRg1uEFJMWTQs,"['restaurant', 'food', 'point_of_interest', 'establishment']",1288,
OPERATIONAL,"101 Edgecombe Ave, New York, NY 10030, United States","{'location': {'lat': 40.8198868, 'lng': -73.9461127}, 'viewport': {'northeast': {'lat': 40.82117567989273, 'lng': -73.94469642010728}, 'southwest': {'lat': 40.81847602010728, 'lng': -73.94739607989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,The Edge Harlem,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102485347136255555270"">Keston Duke</a>'], 'photo_reference': 'ATtYBwIYBvZei8EkzODxTU--Vap2Ud0bB8KdA_iPkQ3_ZE682wfV5rL9d8xjqh01wzLl4OOvuC0UuhlyooR4r3cY6NSsZMqQOQZmX9FBlePMpDrYqJTo4bzDLn8KFShjxlxv8kYKsWAMgSKEFQ6pCtsuE8bNO5g-owBLm30ljJ-tubKt0OYO', 'width': 4032}]",ChIJ2d54lnr2wokRK-62uG2nIx8,"{'compound_code': 'R393+XH New York', 'global_code': '87G8R393+XH'}",2.0,4.5,ChIJ2d54lnr2wokRK-62uG2nIx8,"['restaurant', 'food', 'point_of_interest', 'establishment']",947,
OPERATIONAL,"1280 5th Ave, New York, NY 10029, United States","{'location': {'lat': 40.7963946, 'lng': -73.94935559999999}, 'viewport': {'northeast': {'lat': 40.79768437989271, 'lng': -73.94814147010726}, 'southwest': {'lat': 40.79498472010727, 'lng': -73.95084112989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Teranga,{'open_now': False},"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118183263131678785925"">A Google User</a>'], 'photo_reference': 'ATtYBwLcUG5G7AujbdR5zaBrxEWdFJZMlt0MdcjiK_Ywo6ciHke01APsRnDYd_m4syLlmgD64VEefSagyI9ve7ZzCeINan5x8W8VXzWrVWjWY8ONpsfppbY_t71eTU20YBo8Gjysm8fcdOf56f7lCGhCbI4BisnwfCJee4qyM9wGDh-PaMhd', 'width': 1200}]",ChIJ5ZPpJvv3wokRC0HqmTJnIgk,"{'compound_code': 'Q3W2+H7 New York', 'global_code': '87G8Q3W2+H7'}",,4.7,ChIJ5ZPpJvv3wokRC0HqmTJnIgk,"['restaurant', 'food', 'point_of_interest', 'establishment']",189,
OPERATIONAL,"2245 Adam Clayton Powell Jr Blvd, New York, NY 10030, United States","{'location': {'lat': 40.8133633, 'lng': -73.9447534}, 'viewport': {'northeast': {'lat': 40.81475487989272, 'lng': -73.94350457010727}, 'southwest': {'lat': 40.81205522010728, 'lng': -73.94620422989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Renaissance Harlem,{'open_now': True},"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115078891946432132327"">Roman Grinblat</a>'], 'photo_reference': 'ATtYBwKSGSzHTY3XGCkHEQ_gpGU7ZVQidmRNC7y9DmPrhHtIfxhyxkb1IZ9rkZbR61Wq88CfSY03qTtdDSdTxIezLnszqLoHdxt-n_zWt0iGGWG6kkmBHYTF4nb9lEM7PfaSmICprz37EVpQ5JwDcwGUnmz1Ds2p653LFjKgDhznPTJWeDg5', 'width': 3264}]",ChIJy8PSLHL2wokR-6RfFmGybOk,"{'compound_code': 'R374+83 New York', 'global_code': '87G8R374+83'}",2.0,4.3,ChIJy8PSLHL2wokR-6RfFmGybOk,"['restaurant', 'food', 'point_of_interest', 'establishment']",406,
OPERATIONAL,"1528 Amsterdam Ave, New York, NY 10031, United States","{'location': {'lat': 40.819396, 'lng': -73.9522157}, 'viewport': {'northeast': {'lat': 40.82068107989272, 'lng': -73.95075112010727}, 'southwest': {'lat': 40.81798142010727, 'lng': -73.95345077989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Home Sweet Harlem,{'open_now': False},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117941367064010738024"">Toni Burrell</a>'], 'photo_reference': 'ATtYBwJFA04a_04CoU6TYCFAr_u1gK_na3JrkL7lJ8Ma81qXp7E5NGyu-G_iwjLvJiff_w-XZCJHsum2pVypduvwv-rgXzufutOfaGSVRs8U4kTj9PmcXN6JK8Kplzb4vv6fgeTb6yu7AcZV849DEWiuS64rVay4caz2YLlcwNIcQMc0Bwbv', 'width': 4160}]",ChIJW0dkXW_2wokREkQsYUnyosM,"{'compound_code': 'R29X+Q4 New York', 'global_code': '87G8R29X+Q4'}",2.0,4.1,ChIJW0dkXW_2wokREkQsYUnyosM,"['restaurant', 'food', 'point_of_interest', 'establishment']",327,
OPERATIONAL,"100 W 124th St, New York, NY 10027, United States","{'location': {'lat': 40.80711, 'lng': -73.9463378}, 'viewport': {'northeast': {'lat': 40.80850577989273, 'lng': -73.94494212010727}, 'southwest': {'lat': 40.80580612010728, 'lng': -73.9476417798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Harlem Shake,{'open_now': True},"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105459521184376618357"">lashay alexander</a>'], 'photo_reference': 'ATtYBwKZmhNWzlI83SPxfIGtAR1jKp5bQrTSeiTsYY-2itZNFjyUc93YaNBgkzh63Lfs12P2NxDN44_IpMntja5eUvBjeqju9mLvlgG0dF7xxcEZGaOXvnLZLQH6FkoD7PoFsRE7VG_ahCnrcPIuKBqKcXEd_0wqC6uE1gF8uS7CG9AJL0oW', 'width': 2160}]",ChIJ_Wfccg32wokR_0Yoxz3R9a0,"{'compound_code': 'R343+RF New York', 'global_code': '87G8R343+RF'}",2.0,4.2,ChIJ_Wfccg32wokR_0Yoxz3R9a0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2600,
OPERATIONAL,"310 Lenox Ave, New York, NY 10027, United States","{'location': {'lat': 40.8081052, 'lng': -73.9447692}, 'viewport': {'northeast': {'lat': 40.80949307989273, 'lng': -73.94360257010727}, 'southwest': {'lat': 40.80679342010728, 'lng': -73.94630222989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Red Rooster,{'open_now': True},"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104729380633163557830"">A Google User</a>'], 'photo_reference': 'ATtYBwJNh8PoIR47MAZTk4Ek1XDfXlQaR9AV9q4mISOiLWI8ecB7t6G5Rjg0szVSdwXSoS8AN348Zz12HYlekK7LvwrxoIHJu9HWkHWD9MBlIJ1lQ6IZeF-ZnuhY5G5tXw2n2OXKMv-jI4CzmLg-xc-8GFktcQQoVegPHD4ZIZTRomFH3NE', 'width': 1920}]",ChIJFcYLJw32wokRnP5A9xO9JqM,"{'compound_code': 'R354+63 New York', 'global_code': '87G8R354+63'}",2.0,4.4,ChIJFcYLJw32wokRnP5A9xO9JqM,"['restaurant', 'food', 'point_of_interest', 'establishment']",5009,
OPERATIONAL,"Morningside Dr, New York, NY 10026, United States","{'location': {'lat': 40.8060712, 'lng': -73.9585391}, 'viewport': {'northeast': {'lat': 40.81508575000001, 'lng': -73.9534209}, 'southwest': {'lat': 40.79677434999999, 'lng': -73.9621245}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,Morningside Park,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100505526158264417691"">Leandro Nunes</a>'], 'photo_reference': 'ATtYBwKkjPVaJnwAfZ51csc6i6wuX2bSi86aJjl87LR2H2kvNZ0uHJw77usEByPa9Dw2j1TfBbKgHBJuYTEYuwf75kRGvGl1287BPin4-F_c_EJcCEnkc8NqGGspOAokyq3G8t7Tk2fi3y8qNA7bgDxAynCeZQMyZ28ufIwfRInJ4_eg7Z9E', 'width': 4160}]",ChIJPTmIHRX2wokR9QxLoOD3rRc,"{'compound_code': 'R24R+CH New York', 'global_code': '87G8R24R+CH'}",,4.5,ChIJPTmIHRX2wokR9QxLoOD3rRc,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",3462,
